repository_url	repository_name	repository_owner	event_count	repository_created_at
https://github.com/halorgium/grit	grit	halorgium	1	2007-10-29 14:37:16
https://github.com/mojombo/grit	grit	mojombo	2314	2007-10-29 14:37:16
https://github.com/rubyisbeautiful/merb-core	merb-core	rubyisbeautiful	1	2008-01-12 05:50:53
https://github.com/jnicklas/merb-core	merb-core	jnicklas	1	2008-01-12 05:50:53
https://github.com/cobrien/merb-core	merb-core	cobrien	1	2008-01-12 05:50:53
https://github.com/xraid/merb-core	merb-core	xraid	1	2008-01-12 05:50:53
https://github.com/redmar/merb-core	merb-core	redmar	1	2008-01-12 05:50:53
https://github.com/halorgium/merb-core	merb-core	halorgium	1	2008-01-12 05:50:53
https://github.com/fabien/merb-core	merb-core	fabien	1	2008-01-12 05:50:53
https://github.com/piclez/merb-core	merb-core	piclez	1	2008-01-12 05:50:53
https://github.com/vanpelt/merb-core	merb-core	vanpelt	1	2008-01-12 05:50:53
https://github.com/cardmagic/merb-core	merb-core	cardmagic	1	2008-01-12 05:50:53
https://github.com/wayneeseguin/merb-core	merb-core	wayneeseguin	1	2008-01-12 05:50:53
https://github.com/auser/merb-core	merb-core	auser	1	2008-01-12 05:50:53
https://github.com/jackdempsey/merb-core	merb-core	jackdempsey	1	2008-01-12 05:50:53
https://github.com/wycats/merb-core	merb-core	wycats	48	2008-01-12 05:50:53
https://github.com/rubinius/rubinius	rubinius	rubinius	16514	2008-01-12 16:46:52
https://github.com/fightinjoe/god	god	fightinjoe	1	2008-01-13 05:16:23
https://github.com/kevinclark/god	god	kevinclark	1	2008-01-13 05:16:23
https://github.com/halorgium/god	god	halorgium	1	2008-01-13 05:16:23
https://github.com/mojombo/god	god	mojombo	1817	2008-01-13 05:16:23
https://github.com/vanpelt/jsawesome	jsawesome	vanpelt	22	2008-01-13 06:04:19
https://github.com/wycats/jspec	jspec	wycats	18	2008-01-13 15:50:31
https://github.com/fightinjoe/exception_logger	exception_logger	fightinjoe	1	2008-01-14 03:32:19
https://github.com/anotherjesse/exception_logger	exception_logger	anotherjesse	2	2008-01-14 03:32:19
https://github.com/defunkt/exception_logger	exception_logger	defunkt	42	2008-01-14 03:32:19
https://github.com/automatthew/ambition	ambition	automatthew	1	2008-01-14 06:28:56
https://github.com/defunkt/ambition	ambition	defunkt	55	2008-01-14 06:28:56
https://github.com/johnson/restful-authentication	restful-authentication	johnson	1	2008-01-14 14:44:23
https://github.com/jcfischer/restful-authentication	restful-authentication	jcfischer	1	2008-01-14 14:44:23
https://github.com/rmanalan/restful-authentication	restful-authentication	rmanalan	1	2008-01-14 14:44:23
https://github.com/labria/restful-authentication	restful-authentication	labria	4	2008-01-14 14:44:23
https://github.com/technoweenie/restful-authentication	restful-authentication	technoweenie	243	2008-01-14 14:44:23
https://github.com/lukaszcho/attachment_fu	attachment_fu	lukaszcho	1	2008-01-14 14:51:56
https://github.com/mattetti/attachment_fu	attachment_fu	mattetti	1	2008-01-14 14:51:56
https://github.com/crafterm/attachment_fu	attachment_fu	crafterm	1	2008-01-14 14:51:56
https://github.com/nicksieger/attachment_fu	attachment_fu	nicksieger	1	2008-01-14 14:51:56
https://github.com/francois/attachment_fu	attachment_fu	francois	1	2008-01-14 14:51:56
https://github.com/zsombor/attachment_fu	attachment_fu	zsombor	1	2008-01-14 14:51:56
https://github.com/technoweenie/attachment_fu	attachment_fu	technoweenie	205	2008-01-14 14:51:56
https://github.com/topfunky/bong	bong	topfunky	8	2008-01-15 05:42:45
https://github.com/Caged/microsis	microsis	Caged	13	2008-01-15 06:11:14
https://github.com/anotherjesse/s3	s3	anotherjesse	13	2008-01-15 08:09:42
https://github.com/anotherjesse/taboo	taboo	anotherjesse	14	2008-01-15 08:13:02
https://github.com/anotherjesse/foxtracs	foxtracs	anotherjesse	10	2008-01-15 08:18:59
https://github.com/anotherjesse/fotomatic	fotomatic	anotherjesse	5	2008-01-15 08:22:24
https://github.com/mojombo/glowstick	glowstick	mojombo	13	2008-01-17 00:40:56
https://github.com/defunkt/starling	starling	defunkt	12	2008-01-17 08:01:31
https://github.com/halorgium/merb-more	merb-more	halorgium	1	2008-01-18 07:05:20
https://github.com/redmar/merb-more	merb-more	redmar	1	2008-01-18 07:05:20
https://github.com/sr/merb-more	merb-more	sr	1	2008-01-18 07:05:20
https://github.com/fabien/merb-more	merb-more	fabien	1	2008-01-18 07:05:20
https://github.com/jnicklas/merb-more	merb-more	jnicklas	1	2008-01-18 07:05:20
https://github.com/cardmagic/merb-more	merb-more	cardmagic	1	2008-01-18 07:05:20
https://github.com/auser/merb-more	merb-more	auser	1	2008-01-18 07:05:20
https://github.com/fightinjoe/merb-more	merb-more	fightinjoe	1	2008-01-18 07:05:20
https://github.com/piclez/merb-more	merb-more	piclez	1	2008-01-18 07:05:20
https://github.com/wycats/merb-more	merb-more	wycats	9	2008-01-18 07:05:20
https://github.com/macournoyer/thin	thin	macournoyer	2184	2008-01-19 05:39:04
https://github.com/jamesgolick/resource_controller	resource_controller	jamesgolick	65	2008-01-19 22:55:05
https://github.com/isaac/markaby	markaby	isaac	1	2008-01-21 06:45:20
https://github.com/jamesgolick/markaby	markaby	jamesgolick	3	2008-01-21 06:45:20
https://github.com/jamesgolick/enum_field	enum_field	jamesgolick	14	2008-01-22 01:54:15
https://github.com/defunkt/subtlety	subtlety	defunkt	6	2008-01-22 07:19:14
https://github.com/defunkt/zippy	zippy	defunkt	3	2008-01-23 00:15:57
https://github.com/dustin/cache_fu	cache_fu	dustin	1	2008-01-23 00:28:10
https://github.com/methodmissing/cache_fu	cache_fu	methodmissing	1	2008-01-23 00:28:10
https://github.com/defunkt/cache_fu	cache_fu	defunkt	54	2008-01-23 00:28:10
https://github.com/KirinDave/phosphor	phosphor	KirinDave	3	2008-01-23 03:32:50
https://github.com/auser/sinatra	sinatra	auser	1	2008-01-24 04:49:54
https://github.com/rtomayko/sinatra	sinatra	rtomayko	3	2008-01-24 04:49:54
https://github.com/bmizerany/sinatra	sinatra	bmizerany	289	2008-01-24 04:49:54
https://github.com/jnewland/gsa-prototype	gsa-prototype	jnewland	9	2008-01-25 03:17:08
https://github.com/technoweenie/duplikate	duplikate	technoweenie	1	2008-01-25 20:21:40
https://github.com/osteele/duplikate	duplikate	osteele	1	2008-01-25 20:21:40
https://github.com/jnewland/lazy_record	lazy_record	jnewland	1	2008-01-27 02:42:01
https://github.com/jnewland/gsa-feeds	gsa-feeds	jnewland	2	2008-01-27 02:47:54
https://github.com/jnewland/votigoto	votigoto	jnewland	2	2008-01-27 02:50:24
https://github.com/mza/mofo	mofo	mza	1	2008-01-27 07:06:40
https://github.com/uggedal/mofo	mofo	uggedal	2	2008-01-27 07:06:40
https://github.com/defunkt/mofo	mofo	defunkt	27	2008-01-27 07:06:40
https://github.com/jnewland/xhtmlize	xhtmlize	jnewland	1	2008-01-27 17:15:27
https://github.com/halorgium/ruby-git	ruby-git	halorgium	1	2008-01-27 17:23:23
https://github.com/schacon/ruby-git	ruby-git	schacon	1058	2008-01-27 17:23:23
https://github.com/ezmobius/bmhsearch	bmhsearch	ezmobius	2	2008-01-28 02:22:50
https://github.com/bmizerany/simply_versioned	simply_versioned	bmizerany	1	2008-01-28 20:19:14
https://github.com/mmower/simply_versioned	simply_versioned	mmower	6	2008-01-28 20:19:14
https://github.com/abhay/gchart	gchart	abhay	1	2008-01-28 21:23:10
https://github.com/benburkert/schemr	schemr	benburkert	1	2008-01-28 23:52:14
https://github.com/abhay/calais	calais	abhay	152	2008-01-29 04:10:12
https://github.com/broughcut/chronic	chronic	broughcut	1	2008-01-29 06:48:49
https://github.com/abhay/chronic	chronic	abhay	1	2008-01-29 06:48:49
https://github.com/mojombo/chronic	chronic	mojombo	2655	2008-01-29 06:48:49
https://github.com/ianloic/git-wiki	git-wiki	ianloic	1	2008-01-29 20:39:42
https://github.com/smartkiwi/git-wiki	git-wiki	smartkiwi	1	2008-01-29 20:39:42
https://github.com/willcodeforfoo/git-wiki	git-wiki	willcodeforfoo	2	2008-01-29 20:39:42
https://github.com/anotherjesse/git-wiki	git-wiki	anotherjesse	5	2008-01-29 20:39:42
https://github.com/schacon/git-wiki	git-wiki	schacon	7	2008-01-29 20:39:42
https://github.com/al3x/git-wiki	git-wiki	al3x	62	2008-01-29 20:39:42
https://github.com/sr/git-wiki	git-wiki	sr	294	2008-01-29 20:39:42
https://github.com/automatthew/ambitious_activeldap	ambitious_activeldap	automatthew	1	2008-01-30 19:20:08
https://github.com/defunkt/ambitious_activeldap	ambitious_activeldap	defunkt	2	2008-01-30 19:20:08
https://github.com/queso/signal-wiki	signal-wiki	queso	13	2008-01-30 19:57:12
https://github.com/HusseinMorsy/ruby-on-rails-tmbundle	ruby-on-rails-tmbundle	HusseinMorsy	1	2008-01-30 23:20:38
https://github.com/mattetti/ruby-on-rails-tmbundle	ruby-on-rails-tmbundle	mattetti	1	2008-01-30 23:20:38
https://github.com/sxross/ruby-on-rails-tmbundle	ruby-on-rails-tmbundle	sxross	1	2008-01-30 23:20:38
https://github.com/simonjefford/ruby-on-rails-tmbundle	ruby-on-rails-tmbundle	simonjefford	1	2008-01-30 23:20:38
https://github.com/lawrencepit/ruby-on-rails-tmbundle	ruby-on-rails-tmbundle	lawrencepit	2	2008-01-30 23:20:38
https://github.com/drnic/ruby-on-rails-tmbundle	ruby-on-rails-tmbundle	drnic	199	2008-01-30 23:20:38
https://github.com/sudara/low-pro-for-jquery	low-pro-for-jquery	sudara	1	2008-01-31 14:11:27
https://github.com/danwrong/low-pro-for-jquery	low-pro-for-jquery	danwrong	24	2008-01-31 14:11:27
https://github.com/sr/dst	dst	sr	2	2008-01-31 17:55:46
https://github.com/KirinDave/yaws	yaws	KirinDave	1	2008-01-31 19:10:07
https://github.com/mojombo/yaws	yaws	mojombo	22	2008-01-31 19:10:07
https://github.com/sr/tasks	tasks	sr	1	2008-01-31 21:45:16
https://github.com/grempe/amazon-ec2	amazon-ec2	grempe	230	2008-02-01 04:27:00
https://github.com/wayneeseguin/merblogger	merblogger	wayneeseguin	4	2008-02-01 16:27:17
https://github.com/wayneeseguin/merbtastic	merbtastic	wayneeseguin	1	2008-02-01 16:34:14
https://github.com/wayneeseguin/alogr	alogr	wayneeseguin	5	2008-02-01 16:36:54
https://github.com/wayneeseguin/autozest	autozest	wayneeseguin	4	2008-02-01 16:37:51
https://github.com/wayneeseguin/rnginx	rnginx	wayneeseguin	1	2008-02-01 16:40:04
https://github.com/wayneeseguin/sequel	sequel	wayneeseguin	1	2008-02-01 16:43:31
https://github.com/peterc/switchpipe	switchpipe	peterc	3	2008-02-02 01:01:53
https://github.com/hornbeck/arc	arc	hornbeck	3	2008-02-02 03:05:31
https://github.com/up_the_irons/ebay4r	ebay4r	up_the_irons	11	2008-02-02 11:02:50
https://github.com/cardmagic/merb-plugins	merb-plugins	cardmagic	1	2008-02-02 11:28:47
https://github.com/halorgium/merb-plugins	merb-plugins	halorgium	1	2008-02-02 11:28:47
https://github.com/piclez/merb-plugins	merb-plugins	piclez	1	2008-02-02 11:28:47
https://github.com/vanpelt/merb-plugins	merb-plugins	vanpelt	1	2008-02-02 11:28:47
https://github.com/fabien/merb-plugins	merb-plugins	fabien	1	2008-02-02 11:28:47
https://github.com/fightinjoe/merb-plugins	merb-plugins	fightinjoe	1	2008-02-02 11:28:47
https://github.com/redmar/merb-plugins	merb-plugins	redmar	1	2008-02-02 11:28:47
https://github.com/jnicklas/merb-plugins	merb-plugins	jnicklas	1	2008-02-02 11:28:47
https://github.com/mattetti/merb-plugins	merb-plugins	mattetti	1	2008-02-02 11:28:47
https://github.com/auser/merb-plugins	merb-plugins	auser	1	2008-02-02 11:28:47
https://github.com/heimidal/merb-plugins	merb-plugins	heimidal	1	2008-02-02 11:28:47
https://github.com/grundprinzip/merb-plugins	merb-plugins	grundprinzip	1	2008-02-02 11:28:47
https://github.com/wycats/merb-plugins	merb-plugins	wycats	47	2008-02-02 11:28:47
https://github.com/up_the_irons/ram	ram	up_the_irons	3	2008-02-02 12:17:56
https://github.com/atmos/fitter_happier	fitter_happier	atmos	13	2008-02-02 20:59:44
https://github.com/brosner/oebfare	oebfare	brosner	8	2008-02-02 22:26:41
https://github.com/up_the_irons/credit_card_tools	credit_card_tools	up_the_irons	2	2008-02-03 12:37:18
https://github.com/jnicklas/rorem	rorem	jnicklas	1	2008-02-03 20:45:29
https://github.com/aussiegeek/braid	braid	aussiegeek	1	2008-02-03 21:14:46
https://github.com/cristibalan/braid	braid	cristibalan	19	2008-02-03 21:14:46
https://github.com/evilchelu/braid	braid	evilchelu	115	2008-02-03 21:14:46
https://github.com/oavdeev/io	io	oavdeev	2	2008-02-03 21:17:16
https://github.com/jnicklas/uploadcolumn	uploadcolumn	jnicklas	10	2008-02-03 21:23:05
https://github.com/chneukirchen/rack-mirror	rack-mirror	chneukirchen	2	2008-02-03 23:14:52
https://github.com/chneukirchen/coset-mirror	coset-mirror	chneukirchen	1	2008-02-03 23:22:22
https://github.com/drnic/javascript-unittest-tmbundle	javascript-unittest-tmbundle	drnic	2	2008-02-04 05:28:02
https://github.com/engineyard/eycap	eycap	engineyard	267	2008-02-04 11:37:14
https://github.com/chneukirchen/gitsum	gitsum	chneukirchen	32	2008-02-04 12:17:55
https://github.com/wayneeseguin/sequel-model	sequel-model	wayneeseguin	1	2008-02-05 14:45:47
https://github.com/hornbeck/blerb-core	blerb-core	hornbeck	4	2008-02-06 13:50:43
https://github.com/davemerwin/django-mptt	django-mptt	davemerwin	1	2008-02-06 17:37:55
https://github.com/brosner/django-mptt	django-mptt	brosner	3	2008-02-06 17:37:55
https://github.com/KirinDave/bus-scheme	bus-scheme	KirinDave	1	2008-02-06 18:28:52
https://github.com/jdhuntington/bus-scheme	bus-scheme	jdhuntington	1	2008-02-06 18:28:52
https://github.com/technomancy/bus-scheme	bus-scheme	technomancy	13	2008-02-06 18:28:52
https://github.com/Caged/javascript-bits	javascript-bits	Caged	8	2008-02-06 21:24:46
https://github.com/Caged/groomlake	groomlake	Caged	3	2008-02-06 21:30:46
https://github.com/sevenwire/forgery	forgery	sevenwire	473	2008-02-06 22:33:31
https://github.com/technicalpickles/ambitious-sphinx	ambitious-sphinx	technicalpickles	1	2008-02-07 05:38:41
https://github.com/h-lame/soup	soup	h-lame	1	2008-02-07 17:04:58
https://github.com/lazyatom/soup	soup	lazyatom	18	2008-02-07 17:04:58
https://github.com/josh/rails	rails	josh	91	2008-02-07 23:35:21
https://github.com/cdcarter/backpacking	backpacking	cdcarter	24	2008-02-08 03:55:18
https://github.com/jnewland/capsize	capsize	jnewland	8	2008-02-08 12:12:11
https://github.com/bs/starling	starling	bs	3	2008-02-08 22:52:06
https://github.com/sr/ape	ape	sr	4	2008-02-09 13:46:14
https://github.com/collectiveidea/awesomeness	awesomeness	collectiveidea	11	2008-02-09 15:44:22
https://github.com/collectiveidea/acts_as_audited	acts_as_audited	collectiveidea	369	2008-02-09 16:14:05
https://github.com/collectiveidea/audited	audited	collectiveidea	1087	2008-02-09 16:14:05
https://github.com/collectiveidea/acts_as_geocodable	acts_as_geocodable	collectiveidea	86	2008-02-09 16:20:11
https://github.com/collectiveidea/acts_as_money	acts_as_money	collectiveidea	4	2008-02-09 16:22:42
https://github.com/collectiveidea/calendar_builder	calendar_builder	collectiveidea	3	2008-02-09 16:36:15
https://github.com/collectiveidea/clear_empty_attributes	clear_empty_attributes	collectiveidea	1	2008-02-09 16:39:13
https://github.com/collectiveidea/css_naked_day	css_naked_day	collectiveidea	1	2008-02-09 16:46:17
https://github.com/collectiveidea/imap_authenticatable	imap_authenticatable	collectiveidea	1	2008-02-09 17:01:16
https://github.com/collectiveidea/random_finders	random_finders	collectiveidea	1	2008-02-09 17:06:35
https://github.com/collectiveidea/with_action	with_action	collectiveidea	12	2008-02-09 17:10:02
https://github.com/collectiveidea/graticule	graticule	collectiveidea	121	2008-02-09 17:23:49
https://github.com/collectiveidea/tinder	tinder	collectiveidea	422	2008-02-09 18:18:23
https://github.com/macournoyer/invisible	invisible	macournoyer	4	2008-02-09 18:38:52
https://github.com/tommorris/pyprofile	pyprofile	tommorris	1	2008-02-10 00:02:31
https://github.com/adamwiggins/rush	rush	adamwiggins	332	2008-02-10 20:21:42
https://github.com/defunkt/ike	ike	defunkt	18	2008-02-10 23:10:59
https://github.com/reinh/dm	dm	reinh	1	2008-02-11 05:45:23
https://github.com/bsimpson/halcyon	halcyon	bsimpson	1	2008-02-11 06:29:57
https://github.com/mtodd/halcyon	halcyon	mtodd	30	2008-02-11 06:29:57
https://github.com/benburkert/cruisecontrolrb	cruisecontrolrb	benburkert	2	2008-02-11 07:34:12
https://github.com/tommorris/opml-schema	opml-schema	tommorris	1	2008-02-11 15:02:13
https://github.com/tommorris/reddy	reddy	tommorris	4	2008-02-11 20:33:10
https://github.com/shane/youtube-g	youtube-g	shane	1	2008-02-11 20:57:34
https://github.com/rmanalan/facebox	facebox	rmanalan	1	2008-02-11 22:49:27
https://github.com/jney/facebox	facebox	jney	1	2008-02-11 22:49:27
https://github.com/lukemelia/facebox	facebox	lukemelia	1	2008-02-11 22:49:27
https://github.com/defunkt/facebox	facebox	defunkt	1056	2008-02-11 22:49:27
https://github.com/mislav/haml	haml	mislav	1	2008-02-11 22:55:26
https://github.com/nex3/haml	haml	nex3	741	2008-02-11 22:55:26
https://github.com/haml/haml	haml	haml	4835	2008-02-11 22:55:26
https://github.com/lancecarlson/kissgen	kissgen	lancecarlson	1	2008-02-12 01:30:23
https://github.com/rsanheim/brain_buster	brain_buster	rsanheim	13	2008-02-12 05:53:53
https://github.com/wayneeseguin/vanhelsing	vanhelsing	wayneeseguin	1	2008-02-13 08:56:19
