,month,year,repo_name,repo_url,events,pos
1,1,2012,octocat/Spoon-Knife,https://api.github.dev/repos/octocat/Spoon-Knife,940,1
2,1,2012,twitter/bootstrap,https://api.github.dev/repos/twitter/bootstrap,886,2
3,1,2012,bartaz/impress.js,https://api.github.dev/repos/bartaz/impress.js,726,3
4,1,2012,mxcl/homebrew,https://api.github.dev/repos/mxcl/homebrew,283,4
5,1,2012,rails/rails,https://api.github.dev/repos/rails/rails,210,5
6,2,2012,twitter/bootstrap,https://api.github.dev/repos/twitter/bootstrap,896,1
7,2,2012,octocat/Spoon-Knife,https://api.github.dev/repos/octocat/Spoon-Knife,637,2
8,2,2012,octocat/Spoon-Knife,https://api.github.com/repos/octocat/Spoon-Knife,438,3
9,2,2012,twitter/bootstrap,https://api.github.com/repos/twitter/bootstrap,350,4
10,2,2012,Maescool/Catacomb-Snatch,https://api.github.com/repos/Maescool/Catacomb-Snatch,224,5
11,2,2012,mxcl/homebrew,https://api.github.dev/repos/mxcl/homebrew,214,6
12,3,2012,hw3_rottenpotatoes,https://github.com/saasbook/hw3_rottenpotatoes,3089,1
13,3,2012,hw4_rottenpotatoes,https://github.com/saasbook/hw4_rottenpotatoes,1655,2
14,3,2012,Spoon-Knife,https://github.com/octocat/Spoon-Knife,891,3
15,3,2012,bootstrap,https://github.com/twitter/bootstrap,651,4
16,3,2012,BrowserQuest,https://github.com/mozilla/BrowserQuest,316,5
17,3,2012,octocat/Spoon-Knife,https://api.github.com/repos/octocat/Spoon-Knife,268,6
18,3,2012,obtvse,https://github.com/NateW/obtvse,240,7
19,3,2012,homebrew,https://github.com/mxcl/homebrew,232,8
20,3,2012,twitter/bootstrap,https://api.github.com/repos/twitter/bootstrap,207,9
21,4,2012,THE-GAME,https://github.com/YOU-LOST/THE-GAME,5126,1
22,4,2012,Spoon-Knife,https://github.com/octocat/Spoon-Knife,1185,2
23,4,2012,bootstrap,https://github.com/twitter/bootstrap,823,3
24,4,2012,Prince-of-Persia-Apple-II,https://github.com/jmechner/Prince-of-Persia-Apple-II,330,4
25,4,2012,homebrew,https://github.com/mxcl/homebrew,311,5
26,4,2012,rails,https://github.com/rails/rails,244,6
27,4,2012,dotfiles,https://github.com/mathiasbynens/dotfiles,229,7
28,4,2012,meteor,https://github.com/meteor/meteor,218,8
29,4,2012,django,https://github.com/django/django,210,9
30,5,2012,Spoon-Knife,https://github.com/octocat/Spoon-Knife,1174,1
31,5,2012,bootstrap,https://github.com/twitter/bootstrap,803,2
32,5,2012,homebrew,https://github.com/mxcl/homebrew,285,3
33,5,2012,rails,https://github.com/rails/rails,266,4
34,5,2012,phonegap-start,https://github.com/phonegap/phonegap-start,221,5
35,5,2012,node,https://github.com/joyent/node,212,6
36,5,2012,wysihtml5,https://github.com/xing/wysihtml5,207,7
37,6,2012,bootstrap,https://github.com/twitter/bootstrap,852,1
38,6,2012,hw3_rottenpotatoes,https://github.com/saasbook/hw3_rottenpotatoes,788,2
39,6,2012,Spoon-Knife,https://github.com/octocat/Spoon-Knife,727,3
40,6,2012,hw4_rottenpotatoes,https://github.com/saasbook/hw4_rottenpotatoes,429,4
41,6,2012,folly,https://github.com/facebook/folly,344,5
42,6,2012,rails,https://github.com/rails/rails,313,6
43,6,2012,syte,https://github.com/rigoneri/syte,310,7
44,6,2012,brackets,https://github.com/adobe/brackets,305,8
45,6,2012,homebrew,https://github.com/mxcl/homebrew,275,9
46,6,2012,html5-boilerplate,https://github.com/h5bp/html5-boilerplate,256,10
47,7,2012,bootstrap,https://github.com/twitter/bootstrap,878,1
48,7,2012,Spoon-Knife,https://github.com/octocat/Spoon-Knife,778,2
49,7,2012,homebrew,https://github.com/mxcl/homebrew,301,3
50,7,2012,node,https://github.com/joyent/node,267,4
51,7,2012,rails,https://github.com/rails/rails,262,5
52,7,2012,dotfiles,https://github.com/mathiasbynens/dotfiles,246,6
53,7,2012,brackets,https://github.com/adobe/brackets,239,7
54,7,2012,markup,https://github.com/github/markup,234,8
55,7,2012,phonegap-start,https://github.com/phonegap/phonegap-start,232,9
56,7,2012,CodeIgniter,https://github.com/EllisLab/CodeIgniter,208,10
57,8,2012,bootstrap,https://github.com/twitter/bootstrap,1264,1
58,8,2012,textmate,https://github.com/textmate/textmate,1197,2
59,8,2012,hw3_rottenpotatoes,https://github.com/saasbook/hw3_rottenpotatoes,940,3
60,8,2012,Spoon-Knife,https://github.com/octocat/Spoon-Knife,815,4
61,8,2012,html5-boilerplate,https://github.com/h5bp/html5-boilerplate,370,5
62,8,2012,homebrew,https://github.com/mxcl/homebrew,354,6
63,8,2012,phonegap-start,https://github.com/phonegap/phonegap-start,324,7
64,8,2012,hw4_rottenpotatoes,https://github.com/saasbook/hw4_rottenpotatoes,306,8
65,8,2012,rails,https://github.com/rails/rails,277,9
66,8,2012,TrinityCore,https://github.com/TrinityCore/TrinityCore,265,10
67,9,2012,bootstrap,https://github.com/twitter/bootstrap,1226,1
68,9,2012,Spoon-Knife,https://github.com/octocat/Spoon-Knife,860,2
69,9,2012,html5-boilerplate,https://github.com/h5bp/html5-boilerplate,377,3
70,9,2012,homebrew,https://github.com/mxcl/homebrew,332,4
71,9,2012,rails,https://github.com/rails/rails,288,5
72,9,2012,jquery,https://github.com/jquery/jquery,266,6
73,9,2012,zf2,https://github.com/zendframework/zf2,263,7
74,9,2012,WhatsAPI,https://github.com/venomous0x/WhatsAPI,249,8
75,9,2012,CS147,https://github.com/rioleo/CS147,244,9
76,9,2012,node,https://github.com/joyent/node,241,10
77,10,2012,hw3_rottenpotatoes,https://github.com/saasbook/hw3_rottenpotatoes,1484,1
78,10,2012,game-off-2012,https://github.com/github/game-off-2012,1182,2
79,10,2012,bootstrap,https://github.com/twitter/bootstrap,1110,3
80,10,2012,Spoon-Knife,https://github.com/octocat/Spoon-Knife,928,4
81,10,2012,hw4_rottenpotatoes,https://github.com/saasbook/hw4_rottenpotatoes,521,5
82,10,2012,html5-boilerplate,https://github.com/h5bp/html5-boilerplate,363,6
83,10,2012,rails,https://github.com/rails/rails,346,7
84,10,2012,boyfriend_require,https://github.com/norinori2222/boyfriend_require,319,8
